Author,Section,Question,Answer,Category,A1,A2,A3
Automatic Summary,3.3.1,What are OOV words?,out of vocabulary,Correct,Y,Y,Y
Automatic Summary,3.3.1,The exact choice of UNK> model does have an effect on metrics like what?,perplexity,Correct,Y,Y,Y
Human Summary,3.3.1,The closed vocabulary system is often used in speech recognition or what?,machine translation,Correct,Y,Y,Y
Human Summary,3.3.1,What is the term for unknown words?,out of vocabulary,Correct,Y,Y,Y
Human Summary,3.3.1,How many ways are there to train probabilities of UNK>?,two,Correct,N,Y,Y
Automatic Summary,3.3.1,What is zero for words that we haven't seen before?,bigram probability,Correct,N,Y,Y
Automatic Summary,3.4.0,What is a modification called to keep a language model from assigning zero probability to unseen events?,smoothing or discounting,Correct,Y,Y,Y
Original Text,3.4.0,What type of smoothing is introduced?,Kneser-Ney,Correct,Y,Y,Y
Automatic Summary,3.4.0,What do we do to keep a language model from assigning zero probability to unseen events?,shave off a bit of probability mass,Correct,Y,N,Y
Automatic Summary,3.4.0,What context do words that are in our vocabulary appear in a test set in?,unseen,Correct,N,Y,Y
Original Text,3.4.1,What does Laplace smoothing apply to?,unigram probabilities,Correct,Y,Y,Y
Original Text,3.4.1,What do we smooth now that we have the intuition for the unigram case?,Berkeley Restaurant Project bigrams,Correct,N,Y,Y
Human Summary,3.4.1,What is the unigram probability of word w_i?,c_i,Correct,N,Y,Y
Human Summary,3.4.1,What is the adjusted count c* easier to compare with?,MLE counts,Correct,N,Y,Y
Original Text,3.4.1,What shows the add-one smoothed counts for the bigrams in Fig. 3.1?,Figure 3.5,Correct,Y,Y,Y
Original Text,3.4.1,What shows the add-one smoothed counts for the bigrams in Fig. 3.1?,Figure 3.5,Correct,Y,Y,Y
Original Text,3.4.2,What is a fractional count k called?,add-k smoothing,Correct,Y,Y,Y
Automatic Summary,3.4.2,What is the algorithm that adds fractional count k called?,add-k smoothing,Correct,Y,Y,Y
Automatic Summary,3.4.2,"Instead of adding I to each count, we add what?",fractional count k,Correct,Y,Y,Y
Human Summary,3.4.2,What is the algorithm that adds a fractional count k to each count called?,add-k smoothing,Correct,Y,Y,Y
Automatic Summary,3.4.3,What shows the equation for interpolation with context-conditioned weights?,Equation 3.28,Correct,Y,Y,Y
Automatic Summary,3.4.3,What can help solve the problem of zero frequency n-grams?,Discounting,Correct,Y,Y,Y
Human Summary,3.4.3,What are the higher-order n-grams discounted by a function alpha to save some probability mass for?,lower-order n-grams,Correct,Y,Y,N
Automatic Summary,3.4.3,How is each weight computed in a slightly more sophisticated version of linear interpolation?,by conditioning on the context,Correct,Y,Y,Y
Human Summary,3.5,What is Kneser-Ney based on?,absolute discounting,Correct,Y,Y,Y
Automatic Summary,3.5,Who used a clever idea to see how to save some probability mass for the smoothing algorithm to distribute to unseen n-grams?,Church and Gale,Correct,Y,Y,Y
Automatic Summary,3.5,Kneser-Ney discounting augments absolute discounting with a more sophisticated way to handle what?,lower-order unigram distribution,Correct,Y,Y,Y
Automatic Summary,3.5,What formalizes this intuition by subtracting a fixed (absolute) discount d from each count?,Absolute discounting,Correct,Y,Y,Y
Automatic Summary,3.5,What will not affect the very high counts?,a small discount d,Correct,Y,Y,Y
Original Text,3.5,What phrase is Kong mainly frequent in?,Hong Kong,Correct,Y,Y,Y
Original Text,3.5,What word is included as a regular vocabulary entry with count zero?,UNK>,Correct,Y,N,Y
Automatic Summary,3.6,What corpora includes n-rams drawn from their book collections?,Google Books Ngrams,Correct,Y,Y,Y
Automatic Summary,3.6,What do language model toolkits use to combine probabilities and backoffs in a single value?,sorted arrays,Correct,Y,Y,Y
Original Text,3.6,How are probabilities quantized?,4-8 bits,Correct,Y,Y,Y
Human Summary,3.6,How can n-grams be shrunk?,pruning,Correct,Y,Y,Y
Human Summary,3.6,What type of hash numbers are stored in memory?,64-bit,Correct,Y,Y,Y
Automatic Summary,3.6,What does stupid backoff not produce?,probability distribution,Correct,Y,Y,N
Automatic Summary,3.7,When is the cross-entropy useful?,when we don't know the actual probability distribution,Correct,Y,Y,Y
Human Summary,3.7,"What theorem states that if the language is regular, the entropy of the given language would be the entropy of",Shannon-McMillan-Breiman theorem,Correct,Y,Y,Y
Automatic Summary,3.7,"What theorem states that if the language is regular in certain ways (to be exact, if it is both stationary and ergo",Shannon-McMillan-Breiman theorem,Correct,Y,Y,Y
Original Text,3.7,"To measure the true entropy of a language, we need to consider sequences of what length?",infinite length,Correct,Y,Y,Y
Human Summary,3.7,What would give a lower cross-entropy?,The more accurate model,Correct,Y,Y,Y
Original Text,3.7,What does the spread represent?,the prior probability of each horse,Correct,Y,Y,Y
Original Text,4.0,What is the extraction of positive or negative orientation that a writer expresses toward some object?,sentiment analysis,Correct,Y,Y,Y
Human Summary,4.0,Most classifications in language processing are done through what?,supervised machine learning,Correct,Y,Y,Y
Automatic Summary,4.0,What is the extraction of sentiment?,sentiment analysis,Correct,Y,Y,Y
Human Summary,4.0,What is the task of assigning a label or category to an entire text or document?,Text categorization,Correct,Y,Y,Y
Automatic Summary,4.0,What is the output variable for lassification?,c,Correct,N,Y,Y
Automatic Summary,4.0,What is another important commercial application?,Spam detection,Correct,Y,Y,Y
Original Text,4.0,Classification is essential for what?,tasks below the level of the document,Correct,Y,Y,Y
Human Summary,4.0,What is a core part of sentient intelligence?,Classification,Correct,Y,Y,Y
Automatic Summary,4.0,"Related text classification tasks like what are relevant to the digital humanities, social sciences, and forensic linguistics?",authorship attribution,Correct,Y,Y,Y
Human Summary,4.0,What does a probabilistic classifier output?,probability of an object belonging to a certain class,Correct,Y,Y,Y
Human Summary,4.0,What type of classifier builds a model of how a class could generate input?,Generative classifiers,Correct,Y,Y,Y
Original Text,4.0,Even language modeling can be viewed as what?,classification,Correct,Y,Y,Y
Automatic Summary,4.1,Where is the intuition of the naive Bayes classifier shown?,Fig. 4.1,Correct,Y,Y,Y
Original Text,4.1,How can we simplify Eq. 4.3?,dropping the denominator,Correct,Y,Y,Y
Automatic Summary,4.1,Why are naive Bayes calculations done in log space?,increase speed,Correct,Y,N,Y
Human Summary,4.1,Naive Bayes generates words by sampling from what?,conditional probability,Correct,Y,Y,Y
Original Text,4.1,How can we simplify Eq. 4.3 by dropping the denominator P(d)?,computing Eq. 4.3,Correct,Y,Y,Y
Automatic Summary,4.1,What is the multinomial naive Bayes classifier?,a Bayesian classifier,Correct,Y,N,N
Automatic Summary,4.1,What could we imagine by following this process?,generating artificial documents,Correct,N,Y,Y
Automatic Summary,4.1,What does the naive Bayes classifier state about how a document is generated?,implicit assumption,Correct,Y,N,Y
Human Summary,4.1,What are the Bayesian classifiers called?,linear classifiers,Correct,Y,Y,Y
Human Summary,4.10,What can cause a variety of harms?,classifiers,Correct,Y,Y,Y
Human Summary,4.10,What type of harms are caused by a system that demeans a social group?,Representational,Correct,Y,Y,Y
Automatic Summary,4.10,What is one class of harms caused by a system that perpetuates negative stereotypes about a social group?,demeans,Correct,Y,N,Y
Human Summary,4.10,What is another class of harms that may exist in toxicity detection?,Censorship,Correct,Y,Y,Y
Original Text,4.10,What classifiers can cause harms?,toxicity classifiers,Correct,Y,Y,Y
Automatic Summary,4.10,What do some widely used toxicity classifiers incorrectly flag as being?,toxic sentences,Correct,Y,Y,Y
Original Text,4.10,Who published a study in which toxicity classifiers incorrectly flag sentences that are non-toxic but simply mention minority identities?,Davidson et al.,Correct,Y,Y,Y
Human Summary,4.2,How do some systems ignore stop words?,by sorting the vocabulary,Correct,Y,Y,N
Human Summary,4.2,What is calculated as the fraction of times a word appears among all words in all documents of a class?,The maximum likelihood estimate of the conditional probability,Correct,Y,Y,Y
Original Text,4.2,Why are words not in our vocabulary at all?,they did not occur in any training document in any class,Correct,Y,Y,Y
Human Summary,4.2,What is the simplest solution to avoid a zero overall probability?,add-one (Laplace) smoothing,Correct,Y,Y,Y
Human Summary,4.2,What is the simplest solution for preventing zero probability classes?,Laplace smoothing,Correct,Y,Y,Y
Original Text,4.2,What naively multiplies all the feature likelihoods together?,naive Bayes,Correct,Y,Y,Y
Human Summary,4.2,What is used to avoid zeros?,Laplace smoothing,Correct,Y,Y,Y
Original Text,4.4,What seems to matter more than its frequency?,whether a word occurs or not,Correct,Y,Y,Y
Automatic Summary,4.4,What can modify a negative word to produce a positive review?,negation,Correct,Y,Y,Y
Automatic Summary,4.4,What can we derive from sentiment lexicons?,positive and negative word features,Correct,Y,Y,Y
Human Summary,4.4,What is another name for binary multinomial naive Bayes?,binary NB,Correct,Y,Y,Y
Human Summary,4.5,What type of texts are Language ID systems trained on?,multilingual,Correct,Y,Y,N
Original Text,4.5,What is the task of deciding if a particular piece of email is an example of spam?,spam detection,Correct,Y,Y,Y
Human Summary,4.5,What are features in naive Bayes for spam detection?,a set of likely words or phrases,Correct,Y,N,Y
Human Summary,4.6,What is the probability of a sentence being positive?,the total product of the individual probabilities that each word in the sentence is positive,Correct,Y,Y,N
Human Summary,4.6,What are similar to language modeling in that they can be viewed as a set of class-specific unigram language models?,Naive Bayes models,Correct,Y,Y,Y
Automatic Summary,4.6,What do likelihood features assign to each word P(word|c)?,probability,Correct,Y,Y,Y
Automatic Summary,4.7.0,What is the goal of accuracy?,to discover something that is rare,Correct,Y,Y,Y
Original Text,4.7.0,How many false negatives would a classifier have?,"999,900",Correct,Y,Y,N
Original Text,4.7.0,What do we need in order to know how well our spam detector is doing?,metric,Correct,Y,Y,Y
Automatic Summary,4.7.0,What is the goal of spam detection?,"to label every text as being in the spam category (""positive"") or not in the spam category (""negative"")",Correct,Y,Y,Y
Original Text,4.7.0,"What is the accuracy of the ""nothing is pie"" classifier?",99.99%,Correct,Y,Y,N
Original Text,4.7.1,How can we derive a single metric that tells us how well the system is doing?,combine these values in two ways,Correct,N,Y,Y
Human Summary,4.8,What allows all data to be used for both training and testing?,Cross-validation,Correct,Y,Y,Y
Human Summary,4.9.0,What is the null hypothesis that supposes that delta is negative or zero?,Hypothesis H_0,Correct,Y,Y,Y
Human Summary,4.9.0,What random variable is created over all test sets to find if we can rule out H_0?,X,Correct,Y,Y,Y
Automatic Summary,4.9.0,What does the hypothesis H0 suppose?,d(x) is actually negative or zero,Correct,Y,Y,Y
Human Summary,4.9.0,What attempts to rule out the null hypothesis?,statistical significance testing,Correct,Y,Y,Y
Automatic Summary,4.9.0,What type of tests do we artificially create many versions of the experimental setup?,non-parametric tests based on sampling,Correct,Y,Y,Y
Original Text,4.9.0,What are non-parametric tests based on?,sampling,Correct,Y,Y,Y
Original Text,4.9.0,What is the probability that we would see if the null hypothesis is true?,d(x),Correct,Y,Y,Y
Automatic Summary,4.9.0,Where can we know if the new system we just built is better than the old one?,the literature,Correct,Y,N,Y
Human Summary,4.9.0,The null hypothesis assumes that the effective size is what?,negative or zero,Correct,Y,Y,N
Automatic Summary,4.9.0,How do we test statistical significance for NLP classifiers?,by formalizing two hypotheses,Correct,Y,Y,N
Original Text,4.9.1,The first row of Fig. 1 shows the results of two classifiers (A and B) on a test set x of 10 documents,4.8,Correct,Y,Y,Y
Automatic Summary,4.9.1,What is the test set for a tiny text classification example?,x of 10 documents,Correct,N,Y,Y
